datetime,zone,load_mw,vre_mw,available_mw,margin_mw,lolp,ens_mwh,date,hour
2026-01-03 20:00:00,BE,4385.9,509.8,6142.8,1756.9,0.02,2.52,2026-01-03,20
2026-01-03 21:00:00,BE,4472.8,642.2,6282.2,1809.4,0.0,0.0,2026-01-03,21
2026-01-03 22:00:00,BE,4140.0,475.3,6140.3,2000.3,0.0,0.0,2026-01-03,22
2026-01-03 23:00:00,BE,4144.4,315.6,5903.6,1759.2,0.0,0.0,2026-01-03,23
2026-01-04 00:00:00,BE,4369.3,294.7,5909.7,1540.4,0.0,0.0,2026-01-04,0
2026-01-04 01:00:00,BE,3899.4,330.8,5992.8,2093.4,0.0,0.0,2026-01-04,1
2026-01-04 02:00:00,BE,3983.1,327.3,6057.3,2074.2,0.0,0.0,2026-01-04,2
2026-01-04 03:00:00,BE,3799.8,173.8,5760.8,1961.0,0.0,0.0,2026-01-04,3
2026-01-04 04:00:00,BE,3647.3,389.7,6077.7,2430.4,0.0,0.0,2026-01-04,4
2026-01-04 05:00:00,BE,3537.4,927.7,6608.7,3071.3,0.0,0.0,2026-01-04,5
2026-01-04 06:00:00,BE,3753.0,333.7,6052.7,2299.7,0.0,0.0,2026-01-04,6
2026-01-04 07:00:00,BE,3594.3,190.0,5935.0,2340.7,0.0,0.0,2026-01-04,7
2026-01-04 08:00:00,BE,3848.8,773.7,6478.7,2629.9,0.0,0.0,2026-01-04,8
2026-01-04 09:00:00,BE,3658.6,499.5,6183.5,2524.9,0.0,0.0,2026-01-04,9
2026-01-04 10:00:00,BE,3855.3,532.9,6196.9,2341.6,0.0,0.0,2026-01-04,10
2026-01-04 11:00:00,BE,4024.9,725.1,6344.1,2319.2,0.0,0.0,2026-01-04,11
2026-01-04 12:00:00,BE,4143.1,656.6,6322.6,2179.5,0.0,0.0,2026-01-04,12
2026-01-04 13:00:00,BE,4079.7,1356.4,6849.4,2769.7,0.0,0.0,2026-01-04,13
2026-01-04 14:00:00,BE,4268.6,545.2,6233.2,1964.6,0.0,0.0,2026-01-04,14
2026-01-04 15:00:00,BE,4428.3,656.4,6139.4,1711.1,0.0,0.0,2026-01-04,15
2026-01-04 16:00:00,BE,4428.8,793.0,6407.0,1978.2,0.0,0.0,2026-01-04,16
2026-01-04 17:00:00,BE,4662.4,458.2,6051.2,1388.8,0.0,0.0,2026-01-04,17
2026-01-04 18:00:00,BE,4668.7,173.5,5803.5,1134.8,0.02,5.9,2026-01-04,18
2026-01-04 19:00:00,BE,4346.2,319.8,5917.8,1571.6,0.04,3.06,2026-01-04,19
2026-01-04 20:00:00,BE,4314.4,821.9,6455.9,2141.5,0.0,0.0,2026-01-04,20
2026-01-04 21:00:00,BE,4297.8,331.4,6011.4,1713.6,0.0,0.0,2026-01-04,21
2026-01-04 22:00:00,BE,4362.0,235.6,5918.6,1556.6,0.0,0.0,2026-01-04,22
2026-01-04 23:00:00,BE,4471.3,94.9,5777.9,1306.6,0.02,1.53,2026-01-04,23
2026-01-05 00:00:00,BE,4052.0,421.8,5995.8,1943.8,0.02,2.6,2026-01-05,0
2026-01-05 01:00:00,BE,3998.5,287.2,5944.2,1945.7,0.0,0.0,2026-01-05,1
2026-01-05 02:00:00,BE,3720.2,495.5,6123.5,2403.3,0.0,0.0,2026-01-05,2
2026-01-05 03:00:00,BE,3618.6,595.4,6349.4,2730.8,0.0,0.0,2026-01-05,3
2026-01-05 04:00:00,BE,3429.8,596.3,6217.3,2787.5,0.0,0.0,2026-01-05,4
2026-01-05 05:00:00,BE,3611.3,187.2,5820.2,2208.9,0.0,0.0,2026-01-05,5
2026-01-05 06:00:00,BE,3711.3,291.1,5967.1,2255.8,0.0,0.0,2026-01-05,6
2026-01-05 07:00:00,BE,3571.8,758.9,6419.9,2848.1,0.0,0.0,2026-01-05,7
2026-01-05 08:00:00,BE,3832.1,637.9,6348.9,2516.8,0.0,0.0,2026-01-05,8
2026-01-05 09:00:00,BE,3767.6,1184.8,6818.8,3051.2,0.0,0.0,2026-01-05,9
2026-01-05 10:00:00,BE,3843.0,616.2,6332.2,2489.2,0.0,0.0,2026-01-05,10
2026-01-05 11:00:00,BE,4030.0,795.0,6496.0,2466.0,0.0,0.0,2026-01-05,11
2026-01-05 12:00:00,BE,4155.8,854.5,6498.5,2342.7,0.0,0.0,2026-01-05,12
2026-01-05 13:00:00,BE,4364.4,1093.4,6707.4,2343.0,0.0,0.0,2026-01-05,13
2026-01-05 14:00:00,BE,4251.0,1054.6,6592.6,2341.6,0.0,0.0,2026-01-05,14
2026-01-05 15:00:00,BE,4176.1,909.6,6547.6,2371.5,0.0,0.0,2026-01-05,15
2026-01-05 16:00:00,BE,4543.9,453.6,6065.6,1521.7,0.02,3.81,2026-01-05,16
2026-01-05 17:00:00,BE,4506.6,700.7,6435.7,1929.1,0.0,0.0,2026-01-05,17
2026-01-05 18:00:00,BE,4593.7,229.3,5843.3,1249.6,0.02,8.29,2026-01-05,18
2026-01-05 19:00:00,BE,4779.6,79.7,5709.7,930.1,0.02,18.0,2026-01-05,19
2026-01-05 20:00:00,BE,4397.6,430.2,6008.2,1610.6,0.0,0.0,2026-01-05,20
2026-01-05 21:00:00,BE,4542.2,385.9,6048.9,1506.7,0.0,0.0,2026-01-05,21
2026-01-05 22:00:00,BE,4460.3,188.4,5874.4,1414.1,0.0,0.0,2026-01-05,22
2026-01-05 23:00:00,BE,4281.4,925.7,6547.7,2266.3,0.0,0.0,2026-01-05,23
2026-01-06 00:00:00,BE,4230.9,363.7,6053.7,1822.8,0.0,0.0,2026-01-06,0
2026-01-06 01:00:00,BE,3912.2,368.7,5982.7,2070.5,0.0,0.0,2026-01-06,1
2026-01-06 02:00:00,BE,3764.8,617.0,6334.0,2569.2,0.0,0.0,2026-01-06,2
2026-01-06 03:00:00,BE,3867.6,343.8,6022.8,2155.2,0.0,0.0,2026-01-06,3
2026-01-06 04:00:00,BE,3749.9,582.5,6280.5,2530.6,0.0,0.0,2026-01-06,4
2026-01-06 05:00:00,BE,3780.3,164.3,5772.3,1992.0,0.0,0.0,2026-01-06,5
2026-01-06 06:00:00,BE,3621.8,581.3,6194.3,2572.5,0.0,0.0,2026-01-06,6
2026-01-06 07:00:00,BE,3808.1,579.5,6195.5,2387.4,0.0,0.0,2026-01-06,7
2026-01-06 08:00:00,BE,3629.3,865.7,6529.7,2900.4,0.0,0.0,2026-01-06,8
2026-01-06 09:00:00,BE,3615.4,1352.4,7033.4,3418.0,0.0,0.0,2026-01-06,9
2026-01-06 10:00:00,BE,3601.6,846.8,6535.8,2934.2,0.0,0.0,2026-01-06,10
2026-01-06 11:00:00,BE,3834.5,1033.1,6738.1,2903.6,0.0,0.0,2026-01-06,11
2026-01-06 12:00:00,BE,4194.2,1199.6,6773.6,2579.4,0.0,0.0,2026-01-06,12
2026-01-06 13:00:00,BE,4049.5,808.0,6409.0,2359.5,0.0,0.0,2026-01-06,13
2026-01-06 14:00:00,BE,4291.6,589.6,6257.6,1966.0,0.0,0.0,2026-01-06,14
2026-01-06 15:00:00,BE,4702.1,576.6,6191.6,1489.5,0.02,9.51,2026-01-06,15
2026-01-06 16:00:00,BE,4630.3,599.2,6212.2,1581.9,0.0,0.0,2026-01-06,16
2026-01-06 17:00:00,BE,4793.5,613.0,6335.0,1541.5,0.0,0.0,2026-01-06,17
2026-01-06 18:00:00,BE,4476.6,79.3,5846.3,1369.7,0.0,0.0,2026-01-06,18
2026-01-06 19:00:00,BE,4283.3,410.5,6060.5,1777.2,0.0,0.0,2026-01-06,19
2026-01-06 20:00:00,BE,4710.4,203.1,5928.1,1217.7,0.0,0.0,2026-01-06,20
2026-01-06 21:00:00,BE,4278.9,490.3,6138.3,1859.4,0.0,0.0,2026-01-06,21
2026-01-06 22:00:00,BE,4356.2,313.8,5872.8,1516.6,0.0,0.0,2026-01-06,22
2026-01-06 23:00:00,BE,4250.7,399.0,6070.0,1819.3,0.0,0.0,2026-01-06,23
2026-01-07 00:00:00,BE,3981.3,565.5,6204.5,2223.2,0.0,0.0,2026-01-07,0
2026-01-07 01:00:00,BE,4152.0,432.0,6066.0,1914.0,0.0,0.0,2026-01-07,1
2026-01-07 02:00:00,BE,4031.0,316.9,6006.9,1975.9,0.0,0.0,2026-01-07,2
2026-01-07 03:00:00,BE,3807.6,241.7,5837.7,2030.1,0.0,0.0,2026-01-07,3
2026-01-07 04:00:00,BE,3658.4,610.3,6211.3,2552.9,0.0,0.0,2026-01-07,4
2026-01-07 05:00:00,BE,3634.9,368.8,5994.8,2359.9,0.0,0.0,2026-01-07,5
2026-01-07 06:00:00,BE,3463.3,142.7,5782.7,2319.4,0.0,0.0,2026-01-07,6
2026-01-07 07:00:00,BE,3583.1,539.5,6218.5,2635.4,0.0,0.0,2026-01-07,7
2026-01-07 08:00:00,BE,3649.1,402.4,5987.4,2338.3,0.0,0.0,2026-01-07,8
2026-01-07 09:00:00,BE,3638.8,560.4,6160.4,2521.6,0.0,0.0,2026-01-07,9
2026-01-07 10:00:00,BE,3946.4,722.3,6274.3,2327.9,0.0,0.0,2026-01-07,10
2026-01-07 11:00:00,BE,3793.9,1061.5,6740.5,2946.6,0.0,0.0,2026-01-07,11
2026-01-07 12:00:00,BE,4040.0,722.1,6423.1,2383.1,0.0,0.0,2026-01-07,12
2026-01-07 13:00:00,BE,3953.4,980.0,6597.0,2643.6,0.0,0.0,2026-01-07,13
2026-01-07 14:00:00,BE,4403.8,772.1,6426.1,2022.3,0.0,0.0,2026-01-07,14
2026-01-07 15:00:00,BE,4536.8,857.1,6499.1,1962.3,0.0,0.0,2026-01-07,15
2026-01-07 16:00:00,BE,4601.6,664.8,6294.8,1693.2,0.0,0.0,2026-01-07,16
2026-01-07 17:00:00,BE,4927.1,510.1,6124.1,1197.0,0.0,0.0,2026-01-07,17
2026-01-07 18:00:00,BE,4706.7,302.7,6032.7,1326.0,0.0,0.0,2026-01-07,18
2026-01-07 19:00:00,BE,4463.8,477.3,6067.3,1603.5,0.0,0.0,2026-01-07,19
2026-01-07 20:00:00,BE,4846.4,385.1,5952.1,1105.7,0.06,34.68,2026-01-07,20
2026-01-07 21:00:00,BE,4336.8,311.0,5943.0,1606.2,0.02,4.52,2026-01-07,21
2026-01-07 22:00:00,BE,4438.3,864.3,6640.3,2202.0,0.0,0.0,2026-01-07,22
2026-01-07 23:00:00,BE,4312.1,798.7,6436.7,2124.6,0.0,0.0,2026-01-07,23
2026-01-08 00:00:00,BE,3987.9,421.2,6024.2,2036.3,0.02,4.33,2026-01-08,0
2026-01-08 01:00:00,BE,4131.4,338.6,6056.6,1925.2,0.0,0.0,2026-01-08,1
2026-01-08 02:00:00,BE,3885.9,454.2,6062.2,2176.3,0.0,0.0,2026-01-08,2
2026-01-08 03:00:00,BE,3808.2,167.9,5818.9,2010.7,0.0,0.0,2026-01-08,3
2026-01-08 04:00:00,BE,3579.1,293.5,5887.5,2308.4,0.0,0.0,2026-01-08,4
2026-01-08 05:00:00,BE,3766.4,331.1,6027.1,2260.7,0.0,0.0,2026-01-08,5
2026-01-08 06:00:00,BE,3489.7,594.1,6165.1,2675.4,0.0,0.0,2026-01-08,6
2026-01-08 07:00:00,BE,3396.5,947.2,6657.2,3260.7,0.0,0.0,2026-01-08,7
2026-01-08 08:00:00,BE,3830.8,966.8,6606.8,2776.0,0.0,0.0,2026-01-08,8
2026-01-08 09:00:00,BE,3688.0,567.1,6230.1,2542.1,0.0,0.0,2026-01-08,9
2026-01-08 10:00:00,BE,3847.9,1391.2,7137.2,3289.3,0.0,0.0,2026-01-08,10
2026-01-08 11:00:00,BE,4193.9,600.1,6267.1,2073.2,0.0,0.0,2026-01-08,11
2026-01-08 12:00:00,BE,4228.9,585.1,6195.1,1966.2,0.0,0.0,2026-01-08,12
2026-01-08 13:00:00,BE,4297.8,560.9,6227.9,1930.1,0.0,0.0,2026-01-08,13
2026-01-08 14:00:00,BE,4470.7,607.3,6279.3,1808.6,0.0,0.0,2026-01-08,14
2026-01-08 15:00:00,BE,4358.5,1001.3,6707.3,2348.8,0.0,0.0,2026-01-08,15
2026-01-08 16:00:00,BE,4615.6,412.8,5985.8,1370.2,0.02,3.06,2026-01-08,16
2026-01-08 17:00:00,BE,4708.2,655.9,6168.9,1460.7,0.0,0.0,2026-01-08,17
2026-01-08 18:00:00,BE,4682.7,331.8,5955.8,1273.1,0.02,11.02,2026-01-08,18
2026-01-08 19:00:00,BE,4550.4,338.9,6000.9,1450.5,0.02,8.23,2026-01-08,19
2026-01-08 20:00:00,BE,4075.2,877.5,6580.5,2505.3,0.0,0.0,2026-01-08,20
2026-01-08 21:00:00,BE,4512.2,861.3,6457.3,1945.1,0.0,0.0,2026-01-08,21
2026-01-08 22:00:00,BE,4355.4,182.1,5812.1,1456.7,0.0,0.0,2026-01-08,22
2026-01-08 23:00:00,BE,4176.6,243.7,5841.7,1665.1,0.0,0.0,2026-01-08,23
2026-01-09 00:00:00,BE,4184.9,797.8,6455.8,2270.9,0.0,0.0,2026-01-09,0
2026-01-09 01:00:00,BE,3993.9,514.9,6154.9,2161.0,0.0,0.0,2026-01-09,1
2026-01-09 02:00:00,BE,3865.8,305.0,5937.0,2071.2,0.0,0.0,2026-01-09,2
2026-01-09 03:00:00,BE,3559.6,829.5,6553.5,2993.9,0.0,0.0,2026-01-09,3
2026-01-09 04:00:00,BE,3483.0,859.8,6499.8,3016.8,0.0,0.0,2026-01-09,4
2026-01-09 05:00:00,BE,3652.5,166.4,5858.4,2205.9,0.0,0.0,2026-01-09,5
2026-01-09 06:00:00,BE,3600.1,637.8,6267.8,2667.7,0.0,0.0,2026-01-09,6
2026-01-09 07:00:00,BE,3624.5,477.2,6175.2,2550.7,0.0,0.0,2026-01-09,7
2026-01-09 08:00:00,BE,3677.7,649.7,6433.7,2756.0,0.0,0.0,2026-01-09,8
2026-01-09 09:00:00,BE,3786.5,853.9,6389.9,2603.4,0.0,0.0,2026-01-09,9
2026-01-09 10:00:00,BE,3844.9,1004.5,6674.5,2829.6,0.0,0.0,2026-01-09,10
2026-01-09 11:00:00,BE,3980.0,877.2,6507.2,2527.2,0.0,0.0,2026-01-09,11
2026-01-09 12:00:00,BE,4121.1,921.0,6550.0,2428.9,0.0,0.0,2026-01-09,12
2026-01-09 13:00:00,BE,4331.2,634.1,6258.1,1926.9,0.0,0.0,2026-01-09,13
2026-01-09 14:00:00,BE,4278.4,676.2,6287.2,2008.8,0.0,0.0,2026-01-09,14
2026-01-09 15:00:00,BE,4538.0,397.2,6045.2,1507.2,0.02,4.82,2026-01-09,15
2026-01-09 16:00:00,BE,4599.4,353.7,5953.7,1354.3,0.02,0.91,2026-01-09,16
2026-01-09 17:00:00,BE,4585.5,332.5,5971.5,1386.0,0.02,4.06,2026-01-09,17
2026-01-09 18:00:00,BE,4532.8,371.5,5963.5,1430.7,0.02,2.23,2026-01-09,18
2026-01-09 19:00:00,BE,4617.0,488.3,6101.3,1484.3,0.0,0.0,2026-01-09,19
2026-01-09 20:00:00,BE,4626.3,175.5,5841.5,1215.2,0.0,0.0,2026-01-09,20
2026-01-09 21:00:00,BE,4314.1,515.1,6118.1,1804.0,0.0,0.0,2026-01-09,21
2026-01-09 22:00:00,BE,4346.9,391.7,6038.7,1691.8,0.0,0.0,2026-01-09,22
2026-01-09 23:00:00,BE,4226.5,154.7,5774.7,1548.2,0.0,0.0,2026-01-09,23
2026-01-10 00:00:00,BE,4009.9,534.0,6233.0,2223.1,0.02,2.52,2026-01-10,0
2026-01-10 01:00:00,BE,3885.4,250.1,5919.1,2033.7,0.0,0.0,2026-01-10,1
2026-01-10 02:00:00,BE,3652.9,300.3,5941.3,2288.4,0.0,0.0,2026-01-10,2
2026-01-10 03:00:00,BE,3603.0,220.1,5820.1,2217.1,0.0,0.0,2026-01-10,3
2026-01-10 04:00:00,BE,3471.3,749.3,6375.3,2904.0,0.0,0.0,2026-01-10,4
2026-01-10 05:00:00,BE,3531.8,366.5,6033.5,2501.7,0.0,0.0,2026-01-10,5
2026-01-10 06:00:00,BE,3521.4,547.7,6233.7,2712.3,0.0,0.0,2026-01-10,6
2026-01-10 07:00:00,BE,3540.6,452.9,6179.9,2639.3,0.0,0.0,2026-01-10,7
2026-01-10 08:00:00,BE,3700.0,521.5,6132.5,2432.5,0.0,0.0,2026-01-10,8
2026-01-10 09:00:00,BE,3712.2,920.7,6625.7,2913.5,0.0,0.0,2026-01-10,9
2026-01-10 10:00:00,BE,3750.7,722.1,6302.1,2551.4,0.0,0.0,2026-01-10,10
2026-01-10 11:00:00,BE,3872.1,1337.4,7012.4,3140.3,0.0,0.0,2026-01-10,11
2026-01-10 12:00:00,BE,3952.2,721.0,6306.0,2353.8,0.0,0.0,2026-01-10,12
2026-01-10 13:00:00,BE,4193.8,492.0,6095.0,1901.2,0.0,0.0,2026-01-10,13
2026-01-10 14:00:00,BE,4312.1,742.7,6431.7,2119.6,0.0,0.0,2026-01-10,14
2026-01-10 15:00:00,BE,4636.0,477.5,6091.5,1455.5,0.0,0.0,2026-01-10,15
2026-01-10 16:00:00,BE,4704.7,914.4,6643.4,1938.7,0.0,0.0,2026-01-10,16
2026-01-10 17:00:00,BE,4747.8,792.6,6491.6,1743.8,0.0,0.0,2026-01-10,17
2026-01-10 18:00:00,BE,4836.9,665.2,6324.2,1487.3,0.0,0.0,2026-01-10,18
2026-01-10 19:00:00,BE,4424.2,332.3,5968.3,1544.1,0.0,0.0,2026-01-10,19
2026-01-10 20:00:00,BE,4600.9,121.6,5731.6,1130.7,0.02,2.59,2026-01-10,20
2026-01-10 21:00:00,BE,4531.9,572.6,6268.6,1736.7,0.0,0.0,2026-01-10,21
2026-01-10 22:00:00,BE,4394.1,193.7,5766.7,1372.6,0.0,0.0,2026-01-10,22
2026-01-10 23:00:00,BE,4471.4,782.3,6528.3,2056.9,0.0,0.0,2026-01-10,23
2026-01-11 00:00:00,BE,4391.2,910.1,6576.1,2184.9,0.0,0.0,2026-01-11,0
2026-01-11 01:00:00,BE,4074.7,698.6,6380.6,2305.9,0.0,0.0,2026-01-11,1
2026-01-11 02:00:00,BE,3914.9,622.8,6256.8,2341.9,0.0,0.0,2026-01-11,2
2026-01-11 03:00:00,BE,3598.1,510.6,6222.6,2624.5,0.0,0.0,2026-01-11,3
2026-01-11 04:00:00,BE,3518.8,582.1,6224.1,2705.3,0.0,0.0,2026-01-11,4
2026-01-11 05:00:00,BE,3687.2,148.2,5759.2,2072.0,0.0,0.0,2026-01-11,5
2026-01-11 06:00:00,BE,3577.0,221.5,5889.5,2312.5,0.0,0.0,2026-01-11,6
2026-01-11 07:00:00,BE,3443.3,257.1,5935.1,2491.8,0.0,0.0,2026-01-11,7
2026-01-11 08:00:00,BE,3637.9,751.9,6444.9,2807.0,0.0,0.0,2026-01-11,8
2026-01-11 09:00:00,BE,3775.3,1061.1,6703.1,2927.8,0.0,0.0,2026-01-11,9
2026-01-11 10:00:00,BE,3947.9,874.7,6504.7,2556.8,0.0,0.0,2026-01-11,10
2026-01-11 11:00:00,BE,3943.1,708.6,6349.6,2406.5,0.0,0.0,2026-01-11,11
2026-01-11 12:00:00,BE,4053.0,788.8,6481.8,2428.8,0.0,0.0,2026-01-11,12
2026-01-11 13:00:00,BE,4215.4,817.2,6550.2,2334.8,0.0,0.0,2026-01-11,13
2026-01-11 14:00:00,BE,4355.9,731.5,6323.5,1967.6,0.0,0.0,2026-01-11,14
2026-01-11 15:00:00,BE,4299.0,760.1,6323.1,2024.1,0.0,0.0,2026-01-11,15
2026-01-11 16:00:00,BE,4617.9,835.5,6483.5,1865.6,0.0,0.0,2026-01-11,16
2026-01-11 17:00:00,BE,4830.6,377.3,5988.3,1157.7,0.0,0.0,2026-01-11,17
2026-01-11 18:00:00,BE,4682.3,624.4,6130.4,1448.1,0.04,5.32,2026-01-11,18
2026-01-11 19:00:00,BE,4393.7,718.9,6357.9,1964.2,0.0,0.0,2026-01-11,19
2026-01-11 20:00:00,BE,4528.7,173.8,5822.8,1294.1,0.0,0.0,2026-01-11,20
2026-01-11 21:00:00,BE,4226.0,524.6,6173.6,1947.6,0.0,0.0,2026-01-11,21
2026-01-11 22:00:00,BE,4114.6,618.9,6276.9,2162.3,0.0,0.0,2026-01-11,22
2026-01-11 23:00:00,BE,4292.6,464.1,6074.1,1781.5,0.0,0.0,2026-01-11,23
2026-01-12 00:00:00,BE,4093.2,703.5,6234.5,2141.3,0.0,0.0,2026-01-12,0
2026-01-12 01:00:00,BE,3871.9,481.1,6117.1,2245.2,0.0,0.0,2026-01-12,1
2026-01-12 02:00:00,BE,3583.2,194.2,5672.2,2089.0,0.0,0.0,2026-01-12,2
